River ID,River name,Latitude,Longitude,Country,Region,Continent,Ocean Basin,"Monthly discharge (Qm) 
(m3/s)",interannual mean discharge (Qa=ΣQm / 12) (m3/s),enviromental discharge (Qe=Qa*0.3) (m3/s),Extraction Factor (EF),"Design flow  (Qd=Qa*EF) 
(m3/s)","Extractable discharge (Qex_m) (m3/s)
Extractable discharge depends on the monthly discharge (Qm), the environmental discharge (Qe), and the design flow (Qd).","Actual extractable water volume per year (Qreal=ΣQex_m) 
(m3/s)","Capacity factor (CF=Qreal/Qideal) 
(%)"
420,Sebou,34.2636384624481,-6.68132712304207,Morocco,Northern Africa,Africa,North Atlantic Ocean,102.24,57.14593925,17.143781774999997,10.0,5.714593925,5.7145939,68.57512679999998,99.99999956252356
421,Nautla (Bobos),20.2331167734004,-96.7803072717739,Mexico,Central America,North America,North Atlantic Ocean,50.75,56.458333333333336,16.9375,13.0,7.339583333333334,7.3395834,88.0750008,100.00000090831678
422,Lielupe,57.0043898001104,23.9354119452799,Latvia,Eastern Europe,Europe,Baltic Sea,56.593224,81.42349408333334,24.427048225,7.0,5.699644585833334,5.699645,68.39574000000002,100.00000726653498
423,Somjin,34.9916666666667,127.783333333333,South Korea,Eastern Asia,Asia,North Pacific Ocean,24.25,56.020833333333336,16.80625,13.0,7.282708333333334,7.2827082,76.7708324,87.84601928083072
424,Acarau,-2.84648131674921,-40.1330220472904,Brazil,South America,South America,South Atlantic Ocean,12.718354,68.95943160000002,20.687829480000005,100.0,68.95943160000002,0,255.00814399999996,30.816203343918886
425,Salado-AR,-35.9703269832361,-57.3876536417528,Argentina,South America,South America,South Atlantic Ocean,27.785715,54.18229183333333,16.25468755,5.0,2.709114591666667,2.7091146,32.5093752,100.00000030760359
426,Tym,51.8722266510639,143.185680665709,Russia,Asiatic Russia,Asia,North Pacific Ocean,13.326735,54.715294333333325,16.4145883,41.0,22.433270676666663,0,166.8979449,61.99792386700966
427,Whakatane,-37.9416666666667,177.004166666667,New Zealand,Australia/New Zealand,Oceania,South Pacific Ocean,42.853333,53.630277416666665,16.089083225,30.0,16.089083225,16.089083,193.06899599999994,99.9999986015362
428,San Pablo,7.87083333333333,-81.2083333333333,Panama,Central America,North America,North Pacific Ocean,19.358334,52.83611083333333,15.850833249999997,80.0,42.26888866666667,3.5075016,294.7108016000001,58.10238745650802
429,San Lorenzo,24.2495729292497,-107.41492136243,Mexico,Central America,North America,North Pacific Ocean,50.385715,51.67857083333333,15.503571249999998,80.0,41.34285666666667,34.882145,231.07143403000003,46.57625134878198
430,Acheloos,38.3355430558257,21.1041666664098,Greece,Southern Europe,Europe,Mediterranean Region,82.09333,51.830277333333335,15.5490832,91.0,47.165552373333334,47.165546,340.5160287,60.16326385916246
431,Moy,54.15,-9.13750000000005,Ireland,Northern Europe,Europe,North Atlantic Ocean,92.833336,51.25000008333333,15.375000024999999,13.0,6.662500010833334,6.6625004,68.083337,85.15739448317122
432,Cañete,-13.1282757877324,-76.4018946004897,Peru,South America,South America,South Pacific Ocean,91.692589,51.37962950833333,15.413888852499998,100.0,51.37962950833333,51.379627,246.88073599999998,40.04192880240571
433,Snowy,-37.8015054680569,148.548784239293,Australia,Australia/New Zealand,Australia,South Pacific Ocean,26.982285,44.96607491666666,13.489822474999999,23.0,10.342197230833333,10.342197,124.106364,99.9999977680436
434,Aliakmon,40.4679811178434,22.6536297305707,Greece,Southern Europe,Europe,Mediterranean Region,110.08076,74.74088008333334,22.422264025,93.0,69.5090184775,69.509018,484.6602028,58.105194286993125
435,Watari (Shimant,32.941097198823,132.982899926228,Japan,Eastern Asia,Asia,North Pacific Ocean,4.4252014,48.859053133333326,14.657715939999997,100.0,48.859053133333326,0,275.19122469999996,46.93623921804559
436,Taizi,40.6640732194501,122.144167320926,China,Eastern Asia,Asia,North Pacific Ocean,12.078583,107.51759066666666,32.255277199999995,42.0,45.15738808,0,328.091871,60.545993496265126
437,Morondava,-20.3375,44.2666666666667,Madagascar,Eastern Africa,Africa,Indian Ocean,147.00626,48.70061976666668,14.610185930000002,100.0,48.70061976666668,48.700619,206.0275203,35.25408938789596
438,Alazeya,70.8521266520284,153.68296694174,Russia,Asiatic Russia,Asia,Arctic Ocean,4.5943751,47.84623344166666,14.353870032499998,97.0,46.41084643841666,0,250.0776906,44.90288186760974
439,Joao Pedro,-29.9762185558403,-50.1211835642101,Brazil,South America,South America,South Atlantic Ocean,38.639214,46.31153316666666,13.893459949999999,53.0,24.545112578333335,24.545109,294.541308,99.99998542140183
440,Pyarnu (Pärnu),58.3771626146999,24.4763181275093,Estonia,Eastern Europe,Europe,Baltic Sea,33.67672,47.71422391666667,14.314267175,10.0,4.771422391666667,4.7714224,57.25706879999999,100.00000017465089
441,Farragut,57.1,-132.8125,United States,Northern America,North America,North Pacific Ocean,22.347593,47.25901766666667,14.177705300000001,5.0,2.3629508833333337,2.3629508,28.3554096,99.99999647333618
442,Chubut,-43.3208333333333,-65.0458333333334,Argentina,South America,South America,South Atlantic Ocean,21.375708,46.486106250000006,13.945831875000001,15.0,6.972915937500001,6.9729156,69.30738976,82.82927637593271
443,Franklin,-42.436475773876,145.511975822938,Australia,Australia/New Zealand,Australia,Indian Ocean,24.197968,47.795954583333334,14.338786375,2.0,0.9559190916666667,0.95591921,11.47103052,100.0000123790114
444,Rappahannock Ri,37.6189759909862,-76.421121913479,United States,Northern America,North America,North Atlantic Ocean,60.685467,48.11260441666668,14.433781325000002,23.0,11.065899015833336,11.0659,132.7908,100.00000889368918
445,Dalinghe,40.8339500993831,121.535895045381,China,Eastern Asia,Asia,North Pacific Ocean,12.256843,46.67250549999999,14.001751649999997,18.0,8.401050989999998,0,68.72127081999999,68.1673349578531
446,Sagavanirktok,70.326667,-148.058833,United States,Northern America,North America,Arctic Ocean,2.0800486,46.946773650000004,14.084032095000001,88.0,41.31316081200001,0,196.24281180000003,39.58440198855438
447,Progo (Kali Pro,-7.98128074178155,110.210005676611,Indonesia,Southeastern Asia,Asia,Indian Ocean,69.692307,45.98717908333333,13.796153724999998,3.0,1.3796153724999998,1.3796153,16.555383599999995,99.99999474491213
448,Piaxtla,23.7037631362553,-106.807652710752,Mexico,Central America,North America,North Pacific Ocean,39.650002,45.49708329166666,13.649124987499999,100.0,45.49708329166666,26.000875,230.74184119999998,42.26311968923202
449,Cazones,20.7299959036572,-97.2058783260414,Mexico,Central America,North America,North Atlantic Ocean,13.7,44.85000001666666,13.455000004999999,61.0,27.358500010166665,0.24499893,171.33600353,52.1885347839276
450,Walawe,6.10530892344082,81.0159792380186,Sri Lanka,Southern Asia,Asia,Indian Ocean,50.504002,44.933999416666666,13.480199825,11.0,4.942739935833333,4.9427395,59.312874000000015,99.99999118235357
451,Nam-KR,35.0791666666667,128.058333333333,South Korea,Eastern Asia,Asia,North Pacific Ocean,14.432353,44.60343116666666,13.381029349999997,35.0,15.61120090833333,1.051322,130.3275538,69.56946840352224
452,Kyrön,63.2117893379472,22.0211228174273,Finland,Northern Europe,Europe,Baltic Sea,20.363392,43.319233833333335,12.99577015,17.0,7.364269751666668,7.3642697,78.6172701,88.96250946697451
453,Davey,-43.2137122714444,145.91685354573,Australia,Australia/New Zealand,Australia,Indian Ocean,23.04175,44.42819275,13.328457825,11.0,4.8871012025,4.8871012,58.645214400000015,99.99999994884496
454,Tyne,55.0065111189457,-1.43679914075028,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,80.41217,46.40995025,13.922985075,14.0,6.497393035000001,6.4973927,77.96871240000002,99.99999484408598
455,Kiiminki,65.196326139402,25.3016978625898,Finland,Northern Europe,Europe,Baltic Sea,17.956896,44.40357719166666,13.321073157499999,29.0,12.877037385583332,4.6358223,120.52916429999999,78.00006107185034
456,Tuxpan,20.9659804815449,-97.3152514544753,Mexico,Central America,North America,North Atlantic Ocean,21.625,47.70681818181818,14.312045454545453,4.0,1.9082727272727271,1.9082729,19.082729,83.33334087624856
457,Var,43.6555618855678,7.19955985856978,France,Western Europe,Europe,Mediterranean Region,34.033333,43.400000250000005,13.020000075,11.0,4.7740000275000005,4.7740006,57.2880072,100.00001199204014
458,Yeong San,34.9333333333333,126.529166666667,South Korea,Eastern Asia,Asia,North Pacific Ocean,20,42.854166666666664,12.85625,16.0,6.8566666666666665,6.856667,82.280004,100.00000486144872
459,Coco,13.0958333333333,-87.3375,Honduras,Central America,North America,North Pacific Ocean,10.361923,33.564288499999996,10.06928655,86.0,28.865288109999998,0.29263687,192.77386966999998,55.65331299638522
460,Palyavaam,68.863722,170.446583,Russia,Asiatic Russia,Asia,Arctic Ocean,0.001,42.18745340583333,12.656236021749999,100.0,42.18745340583333,0,163.053097532,32.208054837905586
461,Kikuchi,32.9,130.541666666667,Japan,Eastern Asia,Asia,North Pacific Ocean,18.041267,39.672308166666674,11.901692450000002,15.0,5.950846225000001,5.9508457,71.41014840000001,99.9999911777253
462,Candelaria,18.6199469475764,-91.2441062032791,Mexico,Central America,North America,North Atlantic Ocean,29.625,41.5625,12.46875,6.0,2.49375,2.4937501,29.9250012,100.00000401002507
463,Almas [das] (Je,-13.5541666666667,-39.0875,Brazil,South America,South America,South Atlantic Ocean,35.866333,41.659745,12.4979235,53.0,22.07966485,22.079664,264.95596800000004,99.9999961503039
464,Sinaloa,25.2830961386492,-108.494339059353,Mexico,Central America,North America,North Pacific Ocean,46.224998,41.00859125833333,12.302577377499999,82.0,33.62704483183333,33.627048,202.3181965,50.13776795626362
465,Trang,7.39583333333333,99.5125,Thailand,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,47.047058,40.684789916666666,12.205436975,23.0,9.357501680833334,9.357501,78.50464987,69.91240161071207
466,Midori,32.4983513503679,130.620758519388,Japan,Eastern Asia,Asia,North Pacific Ocean,15.6622,40.590749583333334,12.177224875,8.0,3.247259966666667,3.2472599,38.96711880000001,99.9999979469871
467,Jucar,39.151800273174,-0.241349977135992,Spain,Southern Europe,Europe,Mediterranean Region,42.533333,40.65784325,12.197352975,61.0,24.8012843825,24.801283,297.6153960000001,99.99999442569194
468,Nestos (Mesta),40.8461848901369,24.8037085210014,Greece,Southern Europe,Europe,Mediterranean Region,42.496773,39.73927433333334,11.921782300000002,41.0,16.293102476666668,16.293104,142.91029600000002,73.0934538120562
469,Siika,64.841685075619,24.7374586290542,Finland,Northern Europe,Europe,Baltic Sea,15.837736,38.963679666666664,11.6891039,21.0,8.182372729999999,4.148632,77.6298328,79.06206361896366
470,Kuparuk,70.428333,-148.963861,United States,Northern America,North America,Arctic Ocean,0.029111214,42.74999522408333,12.824998567224998,95.0,40.61249546287916,0,185.843661,38.133514263253
471,Jose Pedro,51.7704642388618,-4.37500065162369,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,69.827309,35.484760249999994,10.645428074999998,16.0,5.6775616399999995,5.6775618,68.13074160000001,100.00000281811121
472,Tywi,32.3,130.4875,Japan,Eastern Asia,Asia,North Pacific Ocean,67.504478,38.82094441666667,11.646283325,2.0,0.7764188883333334,0.77641886,9.317026319999998,99.9999963507671
473,Coahuayana,18.68592262004,-103.737044671974,Mexico,Central America,North America,North Pacific Ocean,14.428572,38.1059526,11.43178578,100.0,38.1059526,2.9967861,190.72524349999998,41.70941600254513
474,Ngaruroro,-39.5666666666667,176.929166666667,New Zealand,Australia/New Zealand,Oceania,South Pacific Ocean,28.126087,38.15074358333334,11.445223075000001,29.0,11.063715639166666,11.063716,132.764592,100.00000326141185
475,Firth,69.5485,-139.548833,Canada,Northern America,North America,Arctic Ocean,0,40.366288557500006,12.109886567250001,100.0,40.366288557500006,0,200.3764177,41.36628708023953
476,Krian,5.16809448912958,100.426596228582,Malaysia,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,32.869999,37.69501258333333,11.308503774999998,24.0,9.046803019999999,9.0468035,108.56164199999996,100.00000530574167
477,Grande de San M,13.1958333333333,-88.3333333333333,El Salvador,Central America,North America,North Pacific Ocean,10.916667,37.25625011666666,11.176875034999998,100.0,37.25625011666666,0,204.23417180000004,45.68230636033054
478,Johor,1.63043799150721,103.973004578251,Malaysia,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,51.144196,37.055279999999996,11.116583999999998,31.0,11.487136799999998,11.487137,137.84564400000002,100.00000174107795
479,Ta-An,24.4009292708439,120.600532930507,Taiwan,Eastern Asia,Asia,South China and Easter Archipelagic Seas,7.1058378,36.704235616666665,11.011270685,77.0,28.262261424833333,0,197.63986359999998,58.27555122273962
480,Ameca,20.6748084959433,-105.285234949409,Mexico,Central America,North America,North Pacific Ocean,11.05,36.045833316666666,10.813749995,54.0,19.464749991,0.23624992,111.95399852,47.930232245368614
481,Omoloy,71.262472,131.941417,Russia,Asiatic Russia,Asia,Arctic Ocean,0.001,35.988078216416675,10.796423464925002,100.0,35.988078216416675,0,143.952316,33.3333340591138
482,Pei-Nan Chi,22.7661109631461,121.176110903048,Taiwan,Eastern Asia,Asia,North Pacific Ocean,10.187164,35.55334589166666,10.666003767499998,32.0,11.377070685333331,0,83.70206880000002,61.30903633210255
483,Drysdale,-13.9791666666667,126.9125,Australia,Australia/New Zealand,Australia,Indian Ocean,57.931606,36.25900368641667,10.877701105925,100.0,36.25900368641667,36.259007,143.0577405,32.87867057269976
484,Dee (Royal Dee),57.1410517941468,-2.07237375358599,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,53.189354,35.44446541666667,10.633339625,9.0,3.1900018875,3.1900015,38.280018000000005,99.99998785267178
485,Tree,67.629997253418,-111.910003662109,Canada,Northern America,North America,Arctic Ocean,9.8885145,34.64506646666667,10.393519940000001,99.0,34.298615802,0,190.19798489999997,46.21128784467089
486,Acaponeta,22.1844289914014,-105.633027096623,Mexico,Central America,North America,North Pacific Ocean,36.604332,43.656326275,13.096897882499999,49.0,21.39159987475,21.3916,125.19884676999999,48.77258967034257
487,Lune,54.0125,-2.82916666666665,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,55.292004,34.83410441666667,10.450231325,11.0,3.8317514858333337,3.8317513,45.9810156,99.9999951501726
488,Itapicuru,-11.7889683221268,-37.5438414865604,Brazil,South America,South America,South Atlantic Ocean,28.244724,34.7056635,10.41169905,9.0,3.123509715,3.1235096,37.482115199999996,99.9999963182442
489,Shkumbini [Medh,41.0391604002743,19.444661926945,Albania,Southern Europe,Europe,Mediterranean Region,87.828415,64.43422691666667,19.330268075000003,39.0,25.129348497500004,25.129349,214.36578219999998,71.08745849543419
490,Perquilauquen,-36.1666666666667,-72.8041666666667,Chile,South America,South America,South Pacific Ocean,7.9699998,34.33302825,10.299908474999999,94.0,32.27304655499999,0,221.11587430000003,57.09508343729199
491,Orb,43.2463789615317,3.29831581534982,France,Western Europe,Europe,Mediterranean Region,68.033333,34.59555606666667,10.37866682,68.0,23.524978125333334,23.524977,176.2805304,62.444454238113565
492,Pescara,42.4674054310161,14.226299702873,Italy,Southern Europe,Europe,Mediterranean Region,40.127048,34.47434933333333,10.342304799999999,43.0,14.82397021333333,14.823971,177.887652,100.00000530672052
493,Itoupava,-28.9291666666667,-49.35,Brazil,South America,South America,South Atlantic Ocean,41.251934,36.07536341666667,10.822609025,28.0,10.101101756666669,10.101103,121.21323599999998,100.00001230888826
494,Langat,2.80260730537105,101.409647882551,Malaysia,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,28.63644,34.34730658333333,10.304191974999998,30.0,10.304191974999998,10.304193,123.65031599999999,100.00000994740785
495,Viskan,57.2283627088814,12.2164587305204,Sweden,Northern Europe,Europe,Baltic Sea,57.002563,35.55275741666667,10.665827225000001,9.0,3.1997481675000006,3.1997478,38.3969736,99.99998851472112
496,Calcasieu River,29.775014892427,-93.3448322190839,United States,Northern America,North America,North Atlantic Ocean,55.275459,31.565233016666667,9.469569905,3.0,0.9469569904999999,0.94695699,9.998776180000002,87.99041104215108
497,Wilson River Ne,45.5666666666667,-123.95,United States,Northern America,North America,North Pacific Ocean,71.88308,33.74210755833332,10.122632267499997,71.0,23.956896366416657,23.956896,157.5257559,54.79485374158042
498,King,-42.1932047288075,145.355078465888,Australia,Australia/New Zealand,Australia,Indian Ocean,17.395784,32.922085,9.876625500000001,16.0,5.2675336,5.2675338,63.21040560000001,100.00000379684337
499,Li-Wu,24.1422531528955,121.654843235874,Taiwan,Eastern Asia,Asia,North Pacific Ocean,14.918937,32.81075425,9.843226275000001,15.0,4.9216131375000005,4.9216137,59.059364400000014,100.00001142917951
500,Sabarmati,22.1809629494394,72.4191697287858,India,Southern Asia,Asia,Indian Ocean,6.090909,32.566667450000004,9.770000235000001,58.0,18.888667121,0,87.105574,38.42938089190614
501,Vecht,52.6166666666667,5.64999999999998,Netherlands,Western Europe,Europe,North Atlantic Ocean,67.760002,32.323499891666664,9.697049967499998,25.0,8.080874972916666,8.0808744,70.4208971,72.62094898553488
