River ID,River name,Latitude,Longitude,Country,Region,Continent,Ocean Basin,"Monthly discharge (Qm) 
(m3/s)",interannual mean discharge (Qa=ΣQm / 12) (m3/s),enviromental discharge (Qe=Qa*0.3) (m3/s),Extraction Factor (EF),"Design flow  (Qd=Qa*EF) 
(m3/s)","Extractable discharge (Qex_m) (m3/s)
Extractable discharge depends on the monthly discharge (Qm), the environmental discharge (Qe), and the design flow (Qd).","Actual extractable water volume per year (Qreal=ΣQex_m) 
(m3/s)","Capacity factor (CF=Qreal/Qideal) 
(%)"
546,Rio Grande,18.1985888997512,-76.507152248416,Jamaica,Caribbean,North America,North Atlantic Ocean,26.854546,24.062272708333335,7.2186818125,10.0,2.406227270833334,2.4062274,28.874728799999996,100.00000536801603
547,Lin-Pien,22.4132484832478,120.515565047341,Taiwan,Eastern Asia,Asia,South China and Easter Archipelagic Seas,2.0829649,46.405659462500005,13.921697838750001,100.0,46.405659462500005,0,213.21400623000002,38.28807533024723
548,Jiyun,39.1131345236097,117.725268386734,China,Eastern Asia,Asia,North Pacific Ocean,10.680811,22.98054059166667,6.894162177500001,9.0,2.0682486532500004,2.068249,24.818988000000004,100.00001676539227
549,Macarthur,-15.9205696544664,136.688817741992,Australia,Australia/New Zealand,Australia,Indian Ocean,,,,0.0,,0,0.0,
550,Tamar,50.4708333333333,-4.2208333333333,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,46.034199,22.566975958333334,6.7700927875,4.0,0.9026790383333334,0.90267915,9.54471581,88.11470637838727
551,Hutt,-41.2244680175632,174.902332429214,New Zealand,Australia/New Zealand,Oceania,South Pacific Ocean,13.655833,22.393090333333333,6.7179271,13.0,2.9111017433333335,2.9111018,34.9332216,100.00000194657115
552,Zolotitsa,65.6699981689453,40.4199981689453,Russia,European Russia,Europe,Arctic Ocean,6.0565624,22.051653583333334,6.615496075,36.0,7.938595289999999,0,61.427411899999996,64.48182335374683
553,Rinda,68.9000015258789,36.75,Russia,European Russia,Europe,Arctic Ocean,5.3083334,22.01605830833333,6.6048174925,46.0,10.127386821833333,0,55.307047559999994,45.50947555458002
554,Kamchiya,43.025,27.8916666666667,Bulgaria,Eastern Europe,Europe,Mediterranean Region,35.006313,23.900420983333333,7.170126295,23.0,5.497096826166667,5.4970965,49.47103752999999,74.99570393611145
555,Contentnea Cree,35.0525557010103,-76.555108024508,United States,Northern America,North America,North Atlantic Ocean,30.822039,22.07254958333333,6.621764874999999,28.0,6.1803138833333335,6.1803141,74.16376920000002,100.00000350575509
556,Salangselv,68.879997253418,17.8799991607666,Norway,Northern Europe,Europe,Arctic Ocean,5.5691805,21.49249275833333,6.447747827499999,75.0,16.11936956875,0,98.0323386,50.68040356762852
557,Artibonito,19.2381321544192,-72.779518695795,Haiti,Caribbean,North America,North Atlantic Ocean,7.5749998,21.098842483333332,6.329652745,5.0,1.0549421241666666,1.0549421,11.36421268,89.76963774969302
558,Aude,43.2130558863524,3.24000096427716,France,Western Europe,Europe,Mediterranean Region,25.236895,21.163170083333338,6.348951025000001,5.0,1.058158504166667,1.0581585,12.697901999999997,99.99999960623411
559,Culiacán (Humay,24.4948073364386,-107.732190776792,Mexico,Central America,North America,North Pacific Ocean,10.275,20.85416651666667,6.256249955,11.0,2.2939583168333337,2.2939582,27.527498399999995,99.99999490691121
560,Harding,56.225,-131.520833333333,United States,Northern America,North America,North Pacific Ocean,7.4459414,21.073233583333334,6.321970075,5.0,1.0536616791666666,1.0536616,10.88743082,86.10789588402157
561,Branch,-41.5026592065582,174.060358939052,New Zealand,Australia/New Zealand,Oceania,South Pacific Ocean,16.643333,20.691230083333334,6.207369025,27.0,5.5866321225,5.5866318,67.0395816,99.99999422729128
562,Tehuantepec,16.1906006817738,-95.1456976766929,Mexico,Central America,North America,North Pacific Ocean,21.5,20.7405555,6.222166649999999,23.0,4.770327765,4.7703276,57.24393120000001,99.9999965411182
563,Saba,34.0378218410006,131.501979286728,Japan,Eastern Asia,Asia,North Pacific Ocean,13.001637,40.802323,12.2406969,1.0,0.40802323,0.40802318,4.896278159999999,99.99998774579572
564,Moulouya,35.1225187536056,-2.3438936872755,Morocco,Northern Africa,Africa,Mediterranean Region,20.366371,17.859345958333332,5.357803787499999,13.0,2.321714974583333,2.3217149,27.8605788,99.99999678757582
565,Ponnaiyar,11.7678659118028,79.7753682465048,India,Southern Asia,Asia,Indian Ocean,6.5,20.625,6.1875,100.0,20.625,0.3125,64.9375,26.237373737373737
566,Nueces,27.8419386823573,-97.4917656780103,United States,Northern America,North America,North Atlantic Ocean,7.1269917,18.950608125,5.685182437499999,1.0,0.18950608124999999,0.18950607,2.27407284,99.99999406351506
567,Aracthos,39.0155069374286,21.0532237375143,Greece,Southern Europe,Europe,Mediterranean Region,38.362499,20.34687500833333,6.104062502499999,16.0,3.255500001333333,3.2555001,32.007937899999995,81.93297979545056
568,Aconcagua,-32.9186921179691,-71.5073519174606,Chile,South America,South America,South Pacific Ocean,42.5,20.13171315833333,6.039513947499999,3.0,0.6039513947499999,0.60395139,7.247416679999998,99.99999921351287
569,Suma,64.25,35.4300003051758,Russia,European Russia,Europe,Arctic Ocean,12.504107,20.008970808333334,6.0026912425,13.0,2.6011662050833335,2.6011662,31.213994400000008,99.99999980457486
570,Blackwood,-34.3188325537662,115.166015720073,Australia,Australia/New Zealand,Australia,Indian Ocean,3.3528936,20.073857450000002,6.022157235000001,100.0,20.073857450000002,0,83.01133399999999,34.46079650558974
571,Taw,51.0833333333333,-4.07083333333333,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,38.596088,19.882653583333333,5.964796075,21.0,4.1753572525,4.1753573,35.146561750000004,70.14681543907803
572,Hsiu-Ku-Luan,23.4657724342919,121.4918329107,Taiwan,Eastern Asia,Asia,North Pacific Ocean,10.249264,19.822454908333334,5.9467364725000005,10.0,1.9822454908333336,1.9822454,23.7869448,99.99999541765469
573,Taff,51.4625,-3.17499999999995,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,34.241356,19.515791475,5.8547374425,4.0,0.780631659,0.78063166,9.367579919999999,100.00000012810138
574,Cubatao,-27.6966640235309,-48.644216715658,Brazil,South America,South America,South Atlantic Ocean,21.471436,17.931652416666665,5.379495724999999,50.0,8.965826208333333,8.965826,107.58991199999997,99.99999767636211
575,Ilistaya,43.3028608183552,132.343321185379,Russia,Asiatic Russia,Asia,North Pacific Ocean,0.82214284,19.254565070833333,5.7763695212499995,100.0,19.254565070833333,0,118.4936167,51.28377619544937
576,Una-2,-13.375,-39.0416666666667,Brazil,South America,South America,South Atlantic Ocean,27.813347,32.93650066666667,9.8809502,54.0,17.785710360000003,17.785709,213.428508,99.99999235341195
577,Glenelg,-38.0522785029258,141.006751487063,Australia,Australia/New Zealand,Australia,Indian Ocean,1.650722,16.570602266666665,4.971180679999999,100.0,16.570602266666665,0,80.2561505,40.360708886968084
578,Shoalhaven,-34.8608703092564,150.740984474232,Australia,Australia/New Zealand,Australia,South Pacific Ocean,12.057827,18.748770333333336,5.624631100000001,29.0,5.437143396666667,5.4371433,65.24571960000002,99.99999822210562
579,Grande,8.30833333333333,-80.3916666666667,Panama,Central America,North America,North Pacific Ocean,12.58,18.6952632,5.60857896,3.0,0.5608578959999999,0.56085795,6.7302954,100.0000096281073
580,Medjerda,37.1117476357972,10.2127023757911,Tunisia,Northern Africa,Africa,Mediterranean Region,32.225037,23.72776016666667,7.118328050000001,38.0,9.016548863333334,9.0165491,108.19858920000003,100.00000262480326
581,Conwy,53.275,-3.80416666666667,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,28.835564,18.468084800000003,5.540425440000001,8.0,1.4774467840000003,1.4774468,17.729361599999997,100.00000108294928
582,Llobregat,41.3019594256573,2.13323319803579,Spain,Southern Europe,Europe,Mediterranean Region,14.903158,15.607192866666665,4.682157859999999,24.0,3.7457262879999993,3.7457261,44.94871319999999,99.99999498094668
583,Camarajibe,-9.3125,-35.4166666666667,Brazil,South America,South America,South Atlantic Ocean,8.550375,17.661590025,5.2984770075,18.0,3.1790862044999995,3.1790862,38.1490344,99.9999998584499
584,Sebaou,36.9102353568248,3.85528917618561,Algeria,Northern Africa,Africa,Mediterranean Region,24.025,18.1414582475,5.44243747425,80.0,14.513166598000002,14.513166,85.7309545,49.22596430001603
585,Sembrong,1.81959588635722,102.892071571887,Malaysia,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,15.520834,17.517373316666667,5.255211995,19.0,3.328300930166667,3.328301,39.93961200000001,100.00000209816766
586,Klang,3.00448551941513,101.389039715268,Malaysia,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,19.078106,22.14486525,6.643459575,47.0,10.4080866675,10.408087,124.89704399999998,100.00000319463136
587,Lygna,58.140000627494,7.03693170330118,Norway,Northern Europe,Europe,North Atlantic Ocean,12.58,16.823194116666667,5.046958235,2.0,0.33646388233333335,0.3364639,4.0375668,100.00000525068738
588,Laya,64.547,40.248972,Russia,European Russia,Europe,Arctic Ocean,4.082778,16.304226149999998,4.891267844999999,49.0,7.989070813499999,0,62.915773900000005,65.62692058597979
589,Varzina,68.3300018310547,38.2599983215332,Russia,European Russia,Europe,Arctic Ocean,7.1725001,16.333574975,4.9000724925000005,24.0,3.920057994,2.272428,34.25156849,72.81263130635884
590,Exe,50.6791666666667,-3.46249999999998,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,30.142513,16.030898325,4.8092694975,8.0,1.2824718659999998,1.2824719,14.043555800000004,91.25317659535052
591,Jequirica,-13.2125,-38.9208333333334,Brazil,South America,South America,South Atlantic Ocean,12.821199,13.883630583333336,4.165089175,47.0,6.525306374166667,6.5253067,78.3036804,100.00000499337985
592,Skagway,59.2125,-135.279166666667,United States,Northern America,North America,North Pacific Ocean,7.3823195,21.95997713333333,6.587993139999998,3.0,0.6587993139999998,0.65879935,6.687229987999999,84.58860745970156
593,Bedford Ouse,52.8086253057198,0.354175749133088,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,29.829704,15.890430433333334,4.76712913,6.0,0.953425826,0.95342588,11.441110559999998,100.00000566378615
594,Gudena,56.6065522490056,10.2986867781391,Denmark,Northern Europe,Europe,Baltic Sea,22.105524,16.230532,4.8691596,36.0,5.84299152,5.8429909,70.11589080000002,99.99998938899711
595,Lan Yang,24.7147309418373,121.813030455445,Taiwan,Eastern Asia,Asia,North Pacific Ocean,15.097097,34.222535666666666,10.266760699999999,14.0,4.7911549933333335,4.7911553,57.4938636,100.00000640068347
596,Nyukhcha,63.9199981689453,36.2200012207031,Russia,European Russia,Europe,Arctic Ocean,3.6512499,15.330411533333333,4.5991234599999995,67.0,10.271375727333334,0,75.9729437,61.638078576163124
597,Ema,57.1299284945493,16.5035589574087,Sweden,Northern Europe,Europe,Baltic Sea,19.466667,15.211001391666668,4.563300417500001,17.0,2.5858702365833337,2.5858703,31.030443599999998,100.00000245243035
598,Pirapama,-8.24166666666667,-34.9333333333334,Brazil,South America,South America,South Atlantic Ocean,4.9356327,12.919681733333332,3.8759045199999997,8.0,1.0335745386666666,1.0335746,12.402895199999998,100.0000059340987
599,Branco,-24.1833333333333,-46.7875,Brazil,South America,South America,South Atlantic Ocean,26.855162,21.046777,6.3140331,22.0,4.63029094,4.6302905,55.563486000000005,99.99999049735739
600,Real,-11.5208333333333,-37.4708333333333,Brazil,South America,South America,South Atlantic Ocean,3.280411,14.764066599999998,4.429219979999999,11.0,1.6240473259999997,0,16.385356160000004,84.07675840517145
601,Clarence,-42.1666666666667,173.941666666667,New Zealand,Australia/New Zealand,Oceania,South Pacific Ocean,9.6172218,14.760962141666662,4.428288642499998,17.0,2.5093635640833325,2.5093639,30.1123668,100.00001338652847
602,Lakselv,69.8300018310547,25.1000003814697,Norway,Northern Europe,Europe,Arctic Ocean,3.574717,14.728350425000002,4.4185051275000005,68.0,10.015278289000003,0,60.9182279,50.68774771083812
603,Santa Maria da,-20.2485983187097,-40.3398153497619,Brazil,South America,South America,South Atlantic Ocean,24.447355,14.492312475,4.3476937425,24.0,3.478154994,3.4781549,41.7378588,99.99999729741774
604,Nf Skokomish R,47.3416666666667,-123.116666666667,United States,Northern America,North America,North Pacific Ocean,20.687363,14.690519566666667,4.40715587,71.0,10.430268892333334,10.430268,95.25328889999999,76.1032544504637
605,Skjern,55.9118259212212,8.42803156697991,Denmark,Northern Europe,Europe,North Atlantic Ocean,20.074709,14.878940750000003,4.463682225000001,38.0,5.653997485000001,5.6539979,67.8479748,100.00000733993957
606,Mananguape,-6.77916666666667,-34.95,Brazil,South America,South America,South Atlantic Ocean,2.8995545,12.289022108333334,3.6867066325,100.0,12.289022108333334,0,70.58692119999999,47.86583815602799
607,Ashburton,-21.6916666666667,114.920833333333,Australia,Australia/New Zealand,Australia,Indian Ocean,24.871733,14.248475877333334,4.2745427632,74.0,10.543872149226667,10.543872,65.8559948,52.04918543202537
608,Laloki,-9.14627813926359,146.916560738194,Papua New Guinea,Melanesia,Asia,South Pacific Ocean,32.55077,27.825989250000003,8.347796775,18.0,5.008678065000001,5.008678,60.10413600000001,99.9999987022524
609,Saltelv,66.8199996948242,15.4300003051758,Norway,Northern Europe,Europe,Arctic Ocean,1.059804,13.586176564166665,4.07585296925,100.0,13.586176564166665,0,69.65868210000001,42.72644439429935
610,Great,18.4475559246902,-77.991070549489,Jamaica,Caribbean,North America,North Atlantic Ocean,4.2227273,13.306257658333331,3.9918772974999994,17.0,2.2620638019166663,0.23085046,20.37911796,75.07568215189374
611,Oda,33.6069808591492,132.482347090559,Japan,Eastern Asia,Asia,North Pacific Ocean,7.321857,13.232412758333334,3.9697238275,12.0,1.587889531,1.5878896,19.054675200000002,100.00000434539045
612,Solza,64.549833,39.649722,Russia,European Russia,Europe,Arctic Ocean,3.6177967,13.101221858333334,3.9303665575,40.0,5.240488743333334,0,41.8561448,66.55890771836744
613,Ofanto,41.3565239704625,16.1972019139871,Italy,Southern Europe,Europe,Mediterranean Region,27.296873,13.240144033333335,3.9720432100000003,100.0,13.240144033333335,13.240143,80.58943099999999,50.72290678831764
614,Hou-Lung,24.6137094169628,120.760428055917,Taiwan,Eastern Asia,Asia,South China and Easter Archipelagic Seas,2.0316303,13.127795558333332,3.9383386674999996,50.0,6.563897779166666,0,46.055328769999996,58.47050324805516
615,Macabu,-21.9887746371847,-41.4440050503105,Brazil,South America,South America,South Atlantic Ocean,23.481443,13.169721824999998,3.9509165474999994,14.0,1.8437610555,1.8437608,22.125129599999994,99.99998614245595
616,Papenoo,-17.5117130565387,-149.420947891458,French Polynesia (France),Polynesia,Oceania,South Pacific Ocean,24.185715,12.863095091666667,3.8589285275,9.0,1.15767855825,1.1576786,13.892143200000001,100.00000360635512
617,Tontouna,-22.0018377549478,166.144552351845,New Caledonia (France),Melanesia,Oceania,South Pacific Ocean,21.971428,12.762499774999997,3.8287499324999987,2.0,0.25524999549999994,0.25525001,3.063000120000001,100.00000568070536
618,Barranca,9.96666666666667,-84.7333333333334,Costa Rica,Central America,North America,North Pacific Ocean,5.5099998,12.341476183333333,3.7024428549999997,21.0,2.5917099985,1.8075569,23.05279504,74.12350357274487
619,Mitchell-IND,-14.5731359478453,125.675428599575,Australia,Australia/New Zealand,Australia,Indian Ocean,31.790768,12.397932373666668,3.7193797121000003,100.0,12.397932373666668,12.397933,46.016959699999994,30.93053362520114
620,Pyalitsa,66.1999969482422,39.5,Russia,European Russia,Europe,Arctic Ocean,2.3800001,12.08619025,3.625857075,60.0,7.25171415,0,38.541427320000004,44.29001948456559
621,Fish C Nr Ketch,55.3800010681152,-131.179992675781,United States,Northern America,North America,North Pacific Ocean,10.531111,11.941513275,3.5824539825,32.0,3.821284248,3.8212843,45.855411600000004,100.00000136079905
622,Tocuyo,11.0565627443499,-68.3381461045001,Venezuela,South America,South America,North Atlantic Ocean,5.7345457,11.808503466666666,3.5425510399999998,11.0,1.2989353813333333,1.2989353,15.5872236,99.99999373846194
623,Minab,27.025,56.8958333333333,Iran,Southern Asia,Asia,Indian Ocean,35.394547,11.665405424999998,3.4996216274999994,3.0,0.3499621627499999,0.34996217,4.19954604,100.00000207165256
624,Preto,-13.725,-39.1333333333333,Brazil,South America,South America,South Atlantic Ocean,9.3824482,11.538085466666667,3.46142564,49.0,5.653661878666667,5.6536617,67.8439404,99.99999683980629
625,Vaza Barris,-11.1239956739599,-37.1620956214255,Brazil,South America,South America,South Atlantic Ocean,8.282464,14.228935883333335,4.268680765,8.0,1.1383148706666668,1.1383148,13.6597776,99.99999379199302
626,Inhambupe,-12.0791666666667,-37.675,Brazil,South America,South America,South Atlantic Ocean,6.321558,9.915084333333331,2.9745252999999994,28.0,2.776223613333333,2.7762234,33.3146808,99.99999231570065
627,Nene,52.8206584274018,0.216214253542724,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,18.799999,11.071666516666665,3.3214999549999997,4.0,0.44286666066666663,0.44286668,5.314400159999999,100.00000436549756
628,Linta,-25.0208333333333,44.0666666666667,Madagascar,Eastern Africa,Africa,Indian Ocean,19.619999,10.977999825,3.2933999474999998,7.0,0.76845998775,0.76845998,9.221519760000001,99.99999899148946
629,Macacu,-22.6917435354468,-43.0291804605034,Brazil,South America,South America,South Atlantic Ocean,17.139896,10.89487905,3.2684637149999998,22.0,2.396873391,2.3968735,28.76248199999999,100.00000454759102
630,Puren,-38.1208333333333,-73.4416666666666,Chile,South America,South America,South Pacific Ocean,4.0148783,10.748089433333334,3.22442683,5.0,0.5374044716666667,0.53740442,5.47742226,84.93637084641178
631,Medway,51.3958333333333,0.524999999999977,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,23.05047,10.653637358333333,3.1960912075,30.0,3.1960912075,3.1960914,28.0847673,73.22686128318196
632,Tovdal,58.1954574585644,8.07921862725571,Norway,Northern Europe,Europe,North Atlantic Ocean,5.2623811,10.559418125,3.1678254375,4.0,0.422376725,0.42237675,5.0685210000000005,100.00000591888674
633,Pelotas [Arr],-31.5083333333333,-52.0083333333333,Brazil,South America,South America,South Atlantic Ocean,5.8046227,10.188809291666667,3.0566427875,26.0,2.6490904158333333,2.6490905,31.789085999999998,100.00000317719116
634,Malwatu Oya,8.80212718025463,79.9278927313131,Sri Lanka,Southern Asia,Asia,Indian Ocean,30.219715,10.242428550000001,3.0727285650000002,83.0,8.501215696500001,8.5012159,50.522233799999995,49.524518613653775
635,Svarta,45.1844287208524,12.3141641502531,Italy,Southern Europe,Europe,Mediterranean Region,8.0325003,10.1249027,3.03747081,49.0,4.961202323,4.9612026,59.5344312,100.000005583324
636,Velhaco [Arr],-30.9099849204626,-51.4966405504655,Brazil,South America,South America,South Atlantic Ocean,6.5754828,10.112069166666666,3.03362075,35.0,3.5392242083333327,3.5392241,42.47068919999999,99.99999693906554
637,Alsteran,56.9210259437066,16.4354207695513,Sweden,Northern Europe,Europe,Baltic Sea,13.206763,9.943087025,2.9829261075,2.0,0.19886174050000002,0.19886175,2.3863410000000003,100.0000047771884
638,Jaguaripe,-13.1125,-38.8625,Brazil,South America,South America,South Atlantic Ocean,6.1980472,9.252211841666668,2.7756635525,34.0,3.1457520261666674,3.145752,37.749024000000006,99.99999916819041
639,Tipindje,-20.717434907784,165.027383527813,New Caledonia (France),Melanesia,Oceania,South Pacific Ocean,20.414827,10.032750916666666,3.009825275,50.0,5.016375458333333,5.0163755,36.66860479,60.91483963300826
640,Grande de Manat,18.4805192278041,-66.5329378911945,Puerto Rico (US),Caribbean,North America,North Atlantic Ocean,7.5643206,9.953449449999999,2.9860348349999994,13.0,1.2939484285,1.2939484,15.527380799999998,99.99999779743925
641,Limarí,-30.7282543523278,-71.6974375275216,Chile,South America,South America,South Pacific Ocean,10.106191,12.221045808333335,3.6663137425000003,6.0,0.7332627485000001,0.73326278,8.799153360000002,100.00000429586804
642,Guadalupe River,28.4018321902424,-96.7823817356738,United States,Northern America,North America,North Atlantic Ocean,8.2287016,10.501093383333332,3.1503280149999995,41.0,4.305448287166666,4.3054481,51.665377199999995,99.99999565279492
643,Murray-IND,-32.5827270228187,115.773429600322,Australia,Australia/New Zealand,Australia,Indian Ocean,1.6683836,13.46129046,4.038387138,100.0,13.46129046,0,58.851565099999995,36.432592448990704
644,Pulonga,66.2600021362305,39.9700012207031,Russia,European Russia,Europe,Arctic Ocean,1.4244444,9.516284633333333,2.8548853899999997,59.0,5.614607933666666,0,30.720000000000002,45.59534753352174
645,Yaracuy,10.5835133078831,-68.2415201873969,Venezuela,South America,South America,North Atlantic Ocean,6.0320835,9.383540266666666,2.8150620799999997,12.0,1.126024832,1.1260248,13.512297599999998,99.99999715814437
646,Tracunhaem,-7.69166666666667,-34.8541666666667,Brazil,South America,South America,South Atlantic Ocean,2.3801677,7.791561599999999,2.3374684799999996,16.0,1.246649856,0.04269886,10.30803624,68.90491470926702
647,Gordon,66.8099975585938,-107.099998474121,Canada,Northern America,North America,Arctic Ocean,0.0018799999,9.318915802408334,2.7956747407225,100.0,9.318915802408334,0,40.5501276,36.261485473736144
648,Warren,-34.6089835203342,115.832080498166,Australia,Australia/New Zealand,Australia,Indian Ocean,0.76196969,9.285694523333333,2.785708357,97.0,9.007123687633333,0,44.5226934,41.19211169592454
649,Choapa,-31.6232128596401,-71.5556286335234,Chile,South America,South America,South Pacific Ocean,11.0125,9.166793499999999,2.7500380499999997,15.0,1.3750190249999998,1.375019,16.500228,99.99999818184337
650,Hopkins,-38.400713026151,142.510904944794,Australia,Australia/New Zealand,Australia,Indian Ocean,0.96362931,9.003656275833334,2.7010968827500004,100.0,9.003656275833334,0,41.3718079,38.29167343479287
651,Tou-Chien,24.8437162666491,120.939116874847,Taiwan,Eastern Asia,Asia,South China and Easter Archipelagic Seas,2.6767321,8.946971566666667,2.68409147,42.0,3.757728058,0,33.33585389,73.92732473688405
652,Grande de Anasc,18.2660014148142,-67.1884765649486,Puerto Rico (US),Caribbean,North America,North Atlantic Ocean,4.0330954,8.816862633333335,2.64505879,3.0,0.26450587900000005,0.26450586,3.174070319999999,99.99999281679477
653,Yule,-20.375,118.208333333333,Australia,Australia/New Zealand,Australia,Indian Ocean,14.502963,8.985227770583334,2.695568331175,100.0,8.985227770583334,8.9852285,32.162437083,29.82899441931451
654,Chi-Shui,23.3227908026548,120.124872197197,Taiwan,Eastern Asia,Asia,South China and Easter Archipelagic Seas,0.97869033,8.5552811875,2.56658435625,100.0,8.5552811875,0,37.674102600000005,36.6967313077575
655,Damuji,22.1776936614477,-80.5429838977323,Cuba,Caribbean,North America,North Atlantic Ocean,1.8711765,8.589308141666669,2.5767924425000004,89.0,7.644484246083335,0,44.47082879999999,48.47812201194247
656,Dianot,-20.2959357322956,164.303011612701,New Caledonia (France),Melanesia,Oceania,South Pacific Ocean,21.040001,8.522625125000001,2.5567875375000004,29.0,2.47156128625,2.4715612,22.4744147,75.77671256164938
657,Shuya,64.75,34.7000007629395,Russia,European Russia,Europe,Arctic Ocean,2.0153847,8.390258491666666,2.5170775474999996,47.0,3.9434214910833325,0,31.51156065,66.59098940951905
658,King Edward,-14.2375,126.6125,Australia,Australia/New Zealand,Australia,Indian Ocean,39.137383,16.00397814733334,4.801193444200002,100.0,16.00397814733334,16.003977,61.3878966,31.964915241104574
659,Chillón,-11.939337578721,-77.1385071867008,Peru,South America,South America,South Pacific Ocean,12.808949,8.344384983333333,2.503315495,100.0,8.344384983333333,8.3443842,40.426034439999995,40.372492521163416
660,Culebrinas,18.4054449022985,-67.1767916265859,Puerto Rico (US),Caribbean,North America,North Atlantic Ocean,2.5927715,8.205279158333335,2.4615837475,19.0,1.5590030400833337,0.13118792,13.762834719999999,73.5664308436517
661,Inman,69.1100006103516,-118.480003356934,Canada,Northern America,North America,Arctic Ocean,0,8.196818010833335,2.45904540325,100.0,8.196818010833335,0,21.350769500000002,21.706359581427137
662,Great Fish (Gro,-33.4922547947682,27.1311950985043,South Africa,Southern Africa,Africa,Indian Ocean,4.8963637,8.030219258333334,2.4090657775,20.0,1.6060438516666669,1.6060438,19.272525599999994,99.99999678298526
663,Turia,39.4346977345603,-0.363876922813964,Spain,Southern Europe,Europe,Mediterranean Region,8.2753849,8.014132008333334,2.4042396025,54.0,4.327631284500001,4.3276315,51.93157800000001,100.0000049796294
664,Tollense,53.856863934092,13.796678868612,Germany,Western Europe,Europe,Baltic Sea,11.218572,7.982452508333334,2.3947357525,25.0,1.9956131270833335,1.9956131,23.9473572,99.99999864285651
665,Coruripe,-10.1541666666667,-36.15,Brazil,South America,South America,South Atlantic Ocean,3.7143438,7.494170058333334,2.2482510175000003,11.0,0.8243587064166668,0.82435864,9.89230368,99.9999919432322
666,Sado,38.502509006065,-8.88530005440038,Portugal,Southern Europe,Europe,North Atlantic Ocean,20.608963,7.851312667499998,2.355393800249999,51.0,4.004169460424999,4.004169,24.27851061,50.52756226968622
667,Tech,42.5889188856237,3.04377499243428,France,Western Europe,Europe,Mediterranean Region,8.9218178,7.779055691666666,2.3337167075,10.0,0.7779055691666666,0.77790552,9.33486624,99.9999936796099
668,Kuzema,65.379997253418,34.2299995422363,Russia,European Russia,Europe,Arctic Ocean,8.3000622,19.423541224999997,5.827062367499999,28.0,5.438591543,2.473,52.34006921,80.19856611185605
669,Marta,42.2353170335968,11.6961574594669,Italy,Southern Europe,Europe,Mediterranean Region,10.276423,7.400689533333332,2.2202068599999993,26.0,1.9241792786666665,1.9241793,23.0901516,100.0000011086978
670,Isser,36.8374614937596,3.67000715404338,Algeria,Northern Africa,Africa,Mediterranean Region,6.625,7.299722223333332,2.1899166669999994,60.0,4.379833333999999,4.3798327,27.467998967,52.26226066977249
671,Liffey,53.3458333333333,-6.19166666666661,Ireland,Northern Europe,Europe,North Atlantic Ocean,14.42,7.224500066666665,2.1673500199999993,14.0,1.0114300093333333,1.01143,12.137160000000003,99.99999907721414
672,Fisheating Cree,26.517772986038,-82.0362907854066,United States,Northern America,North America,North Atlantic Ocean,34.971138,57.7627965,17.328838949999998,17.0,9.819675405,9.8196754,117.83610479999997,99.9999999490818
673,Novo,-20.8541666666667,-40.75,Brazil,South America,South America,South Atlantic Ocean,10.21352,7.131503208333334,2.1394509625,29.0,2.0681359304166667,2.0681357,24.817628399999993,99.99998885872714
674,Yagala (Jägala),59.4767909147897,25.1497630971401,Estonia,Eastern Europe,Europe,Baltic Sea,5.7597728,7.121401608333334,2.1364204825,21.0,1.49549433775,1.4954942,17.945930399999998,99.99999078899889
675,Quirico Grande,-12.3916666666667,-37.8833333333333,Brazil,South America,South America,South Atlantic Ocean,4.3818245,6.952829900000001,2.0858489700000002,24.0,1.6686791760000002,1.6686791,20.024149199999997,99.99999544549956
676,Big-CA,72.4800033569336,-123.400001525879,Canada,Northern America,North America,Arctic Ocean,0,7.000702870008335,2.1002108610025005,100.0,7.000702870008335,0,16.24958272,19.342799122850376
677,Tuy,10.3931333673944,-65.9872503068562,Venezuela,South America,South America,North Atlantic Ocean,9.8104763,13.723586808333332,4.117076042499999,7.0,0.9606510765833334,0.96065104,11.52781248,99.99999619181882
678,Sosnovka,66.5,40.5699996948242,Russia,European Russia,Europe,Arctic Ocean,1.0692858,6.813717175833332,2.0441151527499994,100.0,6.813717175833332,0,30.555868300000004,37.370532010993145
679,Purtse,59.4351495741349,26.9917947168922,Estonia,Eastern Europe,Europe,Baltic Sea,3.5449207,6.5136243333333335,1.9540872999999999,5.0,0.3256812166666667,0.32568121,3.9081745199999998,99.99999795300852
680,Ramapo River Ne,40.7333333333333,-74.0958333333333,United States,Northern America,North America,North Atlantic Ocean,7.5886478,6.503813683333333,1.9511441049999998,12.0,0.7804576419999999,0.78045756,9.365490720000002,99.999989493344
681,Donnelly,-34.4824715169625,115.676143806686,Australia,Australia/New Zealand,Australia,Indian Ocean,0.39714286,6.596749598333333,1.9790248794999998,75.0,4.94756219875,0,27.38840921,46.1311519184803
